UF;Zona;Partido;G�nero;Grau de escolaridade;Faixa et�ria;Quantitativo;Porcentagem (%);qt_nome_social;qt_deficientes;Data de carga
RS;112;PCDOB;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;1;0,125;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ANALFABETO;60 a 69 anos;2;0,5;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ANALFABETO;70 a 79 anos;2;0,5;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;2;0,08;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;12;0,48;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;6;0,24;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;3;0,12;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;2;0,08;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;1;0,0106;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;8;0,0851;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;42;0,4468;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;23;0,2447;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;15;0,1596;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;5;0,0532;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO M�DIO COMPLETO;25 a 34 anos;2;0,0606;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO M�DIO COMPLETO;35 a 44 anos;10;0,303;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO M�DIO COMPLETO;45 a 59 anos;12;0,3636;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO M�DIO COMPLETO;60 a 69 anos;7;0,2121;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO M�DIO COMPLETO;70 a 79 anos;2;0,0606;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO M�DIO INCOMPLETO;25 a 34 anos;5;0,1563;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;8;0,25;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO M�DIO INCOMPLETO;45 a 59 anos;13;0,4063;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;ENSINO M�DIO INCOMPLETO;60 a 69 anos;6;0,1875;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;L� E ESCREVE;45 a 59 anos;4;0,1818;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;L� E ESCREVE;60 a 69 anos;9;0,4091;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;L� E ESCREVE;70 a 79 anos;8;0,3636;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;L� E ESCREVE;Superior a 79 anos;1;0,0455;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;N�O INFORMADO;Superior a 79 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;2;0,2;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;5;0,5;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;1;0,1;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;2;0,2;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;3;0,1875;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;4;0,25;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;6;0,375;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;1;0,0625;0;0;2024-09-16 15:01:10
RS;112;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;70 a 79 anos;2;0,125;0;0;2024-09-16 15:01:10
RS;112;PCDOB;N�O INFORMADO;N�O INFORMADO;Inv�lida;2;1;0;0;2024-09-16 15:01:10
RS;112;PCO;MASCULINO;ENSINO M�DIO COMPLETO;45 a 59 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;PCO;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;PCO;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;1;0,5;0;0;2024-09-16 15:01:10
RS;112;PCO;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;1;0,5;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ANALFABETO;45 a 59 anos;1;0,0909;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ANALFABETO;60 a 69 anos;4;0,3636;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ANALFABETO;70 a 79 anos;3;0,2727;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ANALFABETO;Superior a 79 anos;3;0,2727;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;25 a 34 anos;3;0,0176;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;9;0,0529;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;41;0,2412;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;49;0,2882;0;1;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;41;0,2412;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;27;0,1588;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;11;0,0412;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;31;0,1161;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;77;0,2884;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;65;0,2434;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;47;0,176;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;36;0,1348;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO COMPLETO;18 a 20 anos;1;0,0042;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO COMPLETO;21 a 24 anos;3;0,0127;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO COMPLETO;25 a 34 anos;8;0,0338;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO COMPLETO;35 a 44 anos;36;0,1519;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO COMPLETO;45 a 59 anos;80;0,3376;0;1;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO COMPLETO;60 a 69 anos;73;0,308;0;2;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO COMPLETO;70 a 79 anos;28;0,1181;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO COMPLETO;Superior a 79 anos;8;0,0338;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO INCOMPLETO;18 a 20 anos;1;0,0069;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO INCOMPLETO;21 a 24 anos;3;0,0207;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO INCOMPLETO;25 a 34 anos;23;0,1586;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;31;0,2138;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO INCOMPLETO;45 a 59 anos;45;0,3103;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO INCOMPLETO;60 a 69 anos;22;0,1517;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO INCOMPLETO;70 a 79 anos;17;0,1172;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;ENSINO M�DIO INCOMPLETO;Superior a 79 anos;3;0,0207;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;L� E ESCREVE;35 a 44 anos;2;0,0588;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;L� E ESCREVE;45 a 59 anos;3;0,0882;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;L� E ESCREVE;60 a 69 anos;11;0,3235;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;L� E ESCREVE;70 a 79 anos;11;0,3235;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;L� E ESCREVE;Superior a 79 anos;7;0,2059;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;N�O INFORMADO;60 a 69 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;SUPERIOR COMPLETO;25 a 34 anos;3;0,0252;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;15;0,1261;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;36;0,3025;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;39;0,3277;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;21;0,1765;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;SUPERIOR COMPLETO;Superior a 79 anos;5;0,042;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;6;0,0984;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;12;0,1967;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;27;0,4426;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;13;0,2131;0;0;2024-09-16 15:01:10
RS;112;PDT;FEMININO;SUPERIOR INCOMPLETO;70 a 79 anos;3;0,0492;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ANALFABETO;60 a 69 anos;1;0,25;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ANALFABETO;70 a 79 anos;2;0,5;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ANALFABETO;Superior a 79 anos;1;0,25;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;25 a 34 anos;4;0,0351;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;18;0,1579;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;30;0,2632;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;33;0,2895;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;19;0,1667;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;10;0,0877;0;1;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;21 a 24 anos;1;0,0043;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;16;0,0687;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;20;0,0858;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;86;0,3691;0;1;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;52;0,2232;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;37;0,1588;0;1;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;21;0,0901;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO M�DIO COMPLETO;25 a 34 anos;8;0,0435;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO M�DIO COMPLETO;35 a 44 anos;20;0,1087;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO M�DIO COMPLETO;45 a 59 anos;73;0,3967;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO M�DIO COMPLETO;60 a 69 anos;48;0,2609;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO M�DIO COMPLETO;70 a 79 anos;26;0,1413;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO M�DIO COMPLETO;Superior a 79 anos;9;0,0489;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO M�DIO INCOMPLETO;21 a 24 anos;4;0,0299;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO M�DIO INCOMPLETO;25 a 34 anos;22;0,1642;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;35;0,2612;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO M�DIO INCOMPLETO;45 a 59 anos;42;0,3134;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO M�DIO INCOMPLETO;60 a 69 anos;17;0,1269;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO M�DIO INCOMPLETO;70 a 79 anos;10;0,0746;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;ENSINO M�DIO INCOMPLETO;Superior a 79 anos;4;0,0299;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;L� E ESCREVE;45 a 59 anos;4;0,2353;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;L� E ESCREVE;60 a 69 anos;7;0,4118;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;L� E ESCREVE;70 a 79 anos;1;0,0588;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;L� E ESCREVE;Superior a 79 anos;5;0,2941;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;3;0,0309;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;11;0,1134;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;24;0,2474;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;28;0,2887;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;24;0,2474;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;SUPERIOR COMPLETO;Superior a 79 anos;7;0,0722;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;SUPERIOR INCOMPLETO;21 a 24 anos;1;0,0139;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;4;0,0556;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;16;0,2222;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;26;0,3611;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;15;0,2083;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;SUPERIOR INCOMPLETO;70 a 79 anos;9;0,125;0;0;2024-09-16 15:01:10
RS;112;PDT;MASCULINO;SUPERIOR INCOMPLETO;Superior a 79 anos;1;0,0139;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ANALFABETO;70 a 79 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;2;0,1333;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;2;0,1333;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;3;0,2;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;4;0,2667;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;4;0,2667;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;1;0,0385;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;8;0,3077;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;4;0,1538;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;9;0,3462;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;4;0,1538;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO M�DIO COMPLETO;21 a 24 anos;1;0,05;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO M�DIO COMPLETO;35 a 44 anos;3;0,15;0;1;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO M�DIO COMPLETO;45 a 59 anos;11;0,55;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO M�DIO COMPLETO;60 a 69 anos;4;0,2;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO M�DIO COMPLETO;70 a 79 anos;1;0,05;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO M�DIO INCOMPLETO;21 a 24 anos;1;0,0714;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO M�DIO INCOMPLETO;45 a 59 anos;4;0,2857;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO M�DIO INCOMPLETO;60 a 69 anos;6;0,4286;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO M�DIO INCOMPLETO;70 a 79 anos;1;0,0714;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;ENSINO M�DIO INCOMPLETO;Superior a 79 anos;2;0,1429;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;L� E ESCREVE;Superior a 79 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;5;0,7143;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;1;0,1429;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;SUPERIOR COMPLETO;Superior a 79 anos;1;0,1429;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;2;0,1818;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;7;0,6364;0;0;2024-09-16 15:01:10
RS;112;PL;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;2;0,1818;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;4;0,5;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;1;0,125;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;3;0,375;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;2;0,0952;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;1;0,0476;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;9;0,4286;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;6;0,2857;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;1;0,0476;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;2;0,0952;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO M�DIO COMPLETO;25 a 34 anos;4;0,1818;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO M�DIO COMPLETO;35 a 44 anos;2;0,0909;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO M�DIO COMPLETO;45 a 59 anos;6;0,2727;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO M�DIO COMPLETO;60 a 69 anos;5;0,2273;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO M�DIO COMPLETO;70 a 79 anos;5;0,2273;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO M�DIO INCOMPLETO;25 a 34 anos;2;0,2;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;2;0,2;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO M�DIO INCOMPLETO;45 a 59 anos;3;0,3;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO M�DIO INCOMPLETO;60 a 69 anos;2;0,2;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;ENSINO M�DIO INCOMPLETO;70 a 79 anos;1;0,1;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;1;0,05;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;5;0,25;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;7;0,35;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;4;0,2;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;3;0,15;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;5;0,3571;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;4;0,2857;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;4;0,2857;0;0;2024-09-16 15:01:10
RS;112;PL;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;1;0,0714;0;0;2024-09-16 15:01:10
RS;112;PMB;FEMININO;ENSINO M�DIO COMPLETO;35 a 44 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;PMN;FEMININO;ENSINO M�DIO COMPLETO;35 a 44 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;PMN;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;PMN;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;PMN;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;2;0,6667;0;0;2024-09-16 15:01:10
RS;112;PMN;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;2;1;0;0;2024-09-16 15:01:10
RS;112;PMN;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;PMN;MASCULINO;ENSINO M�DIO COMPLETO;60 a 69 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;PMN;MASCULINO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;PMN;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;2;0,6667;0;0;2024-09-16 15:01:10
RS;112;PMN;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;PODE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;2;1;0;0;2024-09-16 15:01:10
RS;112;PODE;FEMININO;ENSINO M�DIO COMPLETO;25 a 34 anos;1;0,1429;0;0;2024-09-16 15:01:10
RS;112;PODE;FEMININO;ENSINO M�DIO COMPLETO;35 a 44 anos;3;0,4286;0;0;2024-09-16 15:01:10
RS;112;PODE;FEMININO;ENSINO M�DIO COMPLETO;60 a 69 anos;2;0,2857;0;0;2024-09-16 15:01:10
RS;112;PODE;FEMININO;ENSINO M�DIO COMPLETO;70 a 79 anos;1;0,1429;0;0;2024-09-16 15:01:10
RS;112;PODE;FEMININO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;2;0,6667;0;0;2024-09-16 15:01:10
RS;112;PODE;FEMININO;ENSINO M�DIO INCOMPLETO;60 a 69 anos;1;0,3333;0;0;2024-09-16 15:01:10
