UF;Zona;Partido;G�nero;Grau de escolaridade;Faixa et�ria;Quantitativo;Porcentagem (%);qt_nome_social;qt_deficientes;Data de carga
RS;112;PTB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;8;0,127;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;4;0,0408;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;14;0,1429;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;32;0,3265;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;19;0,1939;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;17;0,1735;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;12;0,1224;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO M�DIO COMPLETO;25 a 34 anos;5;0,0472;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO M�DIO COMPLETO;35 a 44 anos;13;0,1226;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO M�DIO COMPLETO;45 a 59 anos;40;0,3774;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO M�DIO COMPLETO;60 a 69 anos;34;0,3208;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO M�DIO COMPLETO;70 a 79 anos;11;0,1038;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO M�DIO COMPLETO;Superior a 79 anos;3;0,0283;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO M�DIO INCOMPLETO;25 a 34 anos;7;0,1167;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;22;0,3667;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO M�DIO INCOMPLETO;45 a 59 anos;21;0,35;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO M�DIO INCOMPLETO;60 a 69 anos;7;0,1167;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;ENSINO M�DIO INCOMPLETO;70 a 79 anos;3;0,05;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;L� E ESCREVE;45 a 59 anos;2;0,1667;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;L� E ESCREVE;60 a 69 anos;2;0,1667;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;L� E ESCREVE;70 a 79 anos;4;0,3333;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;L� E ESCREVE;Superior a 79 anos;4;0,3333;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;10;0,2381;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;16;0,381;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;7;0,1667;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;8;0,1905;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;SUPERIOR COMPLETO;Superior a 79 anos;1;0,0238;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;3;0,1034;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;5;0,1724;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;14;0,4828;0;0;2024-09-16 15:01:10
RS;112;PTB;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;7;0,2414;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ANALFABETO;60 a 69 anos;1;0,5;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ANALFABETO;Superior a 79 anos;1;0,5;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;25 a 34 anos;2;0,0377;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;8;0,1509;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;21;0,3962;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;11;0,2075;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;9;0,1698;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;2;0,0377;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;3;0,0268;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;14;0,125;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;53;0,4732;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;25;0,2232;0;1;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;13;0,1161;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;4;0,0357;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO M�DIO COMPLETO;25 a 34 anos;3;0,0423;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO M�DIO COMPLETO;35 a 44 anos;13;0,1831;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO M�DIO COMPLETO;45 a 59 anos;23;0,3239;0;1;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO M�DIO COMPLETO;60 a 69 anos;19;0,2676;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO M�DIO COMPLETO;70 a 79 anos;12;0,169;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO M�DIO COMPLETO;Superior a 79 anos;1;0,0141;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO M�DIO INCOMPLETO;25 a 34 anos;7;0,1167;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;22;0,3667;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO M�DIO INCOMPLETO;45 a 59 anos;17;0,2833;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO M�DIO INCOMPLETO;60 a 69 anos;11;0,1833;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO M�DIO INCOMPLETO;70 a 79 anos;2;0,0333;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;ENSINO M�DIO INCOMPLETO;Superior a 79 anos;1;0,0167;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;L� E ESCREVE;45 a 59 anos;4;0,4444;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;L� E ESCREVE;60 a 69 anos;2;0,2222;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;L� E ESCREVE;70 a 79 anos;1;0,1111;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;L� E ESCREVE;Superior a 79 anos;2;0,2222;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;1;0,0208;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;8;0,1667;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;17;0,3542;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;10;0,2083;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;10;0,2083;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;SUPERIOR COMPLETO;Superior a 79 anos;2;0,0417;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;2;0,0513;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;9;0,2308;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;15;0,3846;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;8;0,2051;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;SUPERIOR INCOMPLETO;70 a 79 anos;3;0,0769;0;0;2024-09-16 15:01:10
RS;112;PTB;MASCULINO;SUPERIOR INCOMPLETO;Superior a 79 anos;2;0,0513;0;0;2024-09-16 15:01:10
RS;112;PV;FEMININO;ENSINO M�DIO COMPLETO;35 a 44 anos;1;0,1667;0;0;2024-09-16 15:01:10
RS;112;PV;FEMININO;ENSINO M�DIO COMPLETO;45 a 59 anos;4;0,6667;0;0;2024-09-16 15:01:10
RS;112;PV;FEMININO;ENSINO M�DIO COMPLETO;60 a 69 anos;1;0,1667;0;0;2024-09-16 15:01:10
RS;112;PV;FEMININO;ENSINO M�DIO INCOMPLETO;25 a 34 anos;1;0,5;0;0;2024-09-16 15:01:10
RS;112;PV;FEMININO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;1;0,5;0;0;2024-09-16 15:01:10
RS;112;PV;FEMININO;L� E ESCREVE;45 a 59 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;PV;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;2;0,25;0;0;2024-09-16 15:01:10
RS;112;PV;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;3;0,375;0;0;2024-09-16 15:01:10
RS;112;PV;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;3;0,375;0;0;2024-09-16 15:01:10
RS;112;PV;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;PV;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;PV;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;ENSINO M�DIO COMPLETO;35 a 44 anos;5;0,5556;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;ENSINO M�DIO COMPLETO;45 a 59 anos;2;0,2222;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;ENSINO M�DIO COMPLETO;60 a 69 anos;1;0,1111;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;ENSINO M�DIO COMPLETO;70 a 79 anos;1;0,1111;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;2;0,3333;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;ENSINO M�DIO INCOMPLETO;45 a 59 anos;4;0,6667;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;3;0,375;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;2;0,25;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;2;0,25;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;1;0,125;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;2;0,6667;0;0;2024-09-16 15:01:10
RS;112;PV;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;REDE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;REDE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;REDE;FEMININO;ENSINO M�DIO COMPLETO;35 a 44 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;REDE;FEMININO;ENSINO M�DIO COMPLETO;45 a 59 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;REDE;FEMININO;ENSINO M�DIO COMPLETO;70 a 79 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;REDE;FEMININO;ENSINO M�DIO INCOMPLETO;25 a 34 anos;3;0,75;0;0;2024-09-16 15:01:10
RS;112;REDE;FEMININO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;1;0,25;0;0;2024-09-16 15:01:10
RS;112;REDE;FEMININO;SUPERIOR COMPLETO;25 a 34 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;REDE;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;REDE;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;REDE;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;2;0,5;0;0;2024-09-16 15:01:10
RS;112;REDE;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;1;0,25;0;0;2024-09-16 15:01:10
RS;112;REDE;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;1;0,25;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;1;0,25;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;1;0,25;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;1;0,25;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;1;0,25;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;ENSINO M�DIO COMPLETO;25 a 34 anos;1;0,1111;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;ENSINO M�DIO COMPLETO;35 a 44 anos;2;0,2222;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;ENSINO M�DIO COMPLETO;45 a 59 anos;3;0,3333;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;ENSINO M�DIO COMPLETO;70 a 79 anos;3;0,3333;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;ENSINO M�DIO INCOMPLETO;21 a 24 anos;1;0,1667;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;ENSINO M�DIO INCOMPLETO;25 a 34 anos;3;0,5;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;2;0,3333;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;REDE;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL COMPLETO;25 a 34 anos;1;0,125;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;3;0,375;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;4;0,5;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;5;0,1724;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;11;0,3793;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;10;0,3448;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;1;0,0345;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;2;0,069;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO M�DIO COMPLETO;25 a 34 anos;3;0,1304;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO M�DIO COMPLETO;35 a 44 anos;8;0,3478;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO M�DIO COMPLETO;45 a 59 anos;8;0,3478;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO M�DIO COMPLETO;60 a 69 anos;3;0,1304;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO M�DIO COMPLETO;70 a 79 anos;1;0,0435;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO M�DIO INCOMPLETO;18 a 20 anos;1;0,0588;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO M�DIO INCOMPLETO;25 a 34 anos;8;0,4706;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;5;0,2941;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO M�DIO INCOMPLETO;45 a 59 anos;2;0,1176;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;ENSINO M�DIO INCOMPLETO;60 a 69 anos;1;0,0588;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;L� E ESCREVE;45 a 59 anos;2;0,6667;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;L� E ESCREVE;70 a 79 anos;1;0,3333;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;SUPERIOR COMPLETO;21 a 24 anos;1;0,1;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;SUPERIOR COMPLETO;25 a 34 anos;1;0,1;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;5;0,5;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;3;0,3;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;SUPERIOR INCOMPLETO;21 a 24 anos;2;0,2;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;1;0,1;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;4;0,4;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;1;0,1;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;FEMININO;SUPERIOR INCOMPLETO;70 a 79 anos;2;0,2;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;2;0,2222;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;4;0,4444;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;3;0,3333;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;1;0,1111;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;4;0,4444;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;3;0,3333;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;1;0,1111;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO M�DIO COMPLETO;25 a 34 anos;3;0,1875;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO M�DIO COMPLETO;35 a 44 anos;8;0,5;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO M�DIO COMPLETO;45 a 59 anos;2;0,125;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO M�DIO COMPLETO;60 a 69 anos;3;0,1875;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO M�DIO INCOMPLETO;25 a 34 anos;2;0,1538;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;7;0,5385;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO M�DIO INCOMPLETO;45 a 59 anos;3;0,2308;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;ENSINO M�DIO INCOMPLETO;60 a 69 anos;1;0,0769;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;L� E ESCREVE;25 a 34 anos;1;0,5;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;L� E ESCREVE;Superior a 79 anos;1;0,5;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;1;0,1429;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;4;0,5714;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;1;0,1429;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;1;0,1429;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;2;0,25;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;4;0,5;0;0;2024-09-16 15:01:10
RS;112;REPUBLICANOS;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;2;0,25;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ANALFABETO;60 a 69 anos;1;1;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;2;0,2857;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;4;0,5714;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;1;0,1429;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;7;0,3043;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;6;0,2609;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;9;0,3913;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;1;0,0435;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO M�DIO COMPLETO;25 a 34 anos;4;0,3077;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO M�DIO COMPLETO;35 a 44 anos;2;0,1538;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO M�DIO COMPLETO;45 a 59 anos;7;0,5385;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO M�DIO INCOMPLETO;18 a 20 anos;1;0,0476;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO M�DIO INCOMPLETO;21 a 24 anos;5;0,2381;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO M�DIO INCOMPLETO;25 a 34 anos;8;0,381;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO M�DIO INCOMPLETO;35 a 44 anos;4;0,1905;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;ENSINO M�DIO INCOMPLETO;45 a 59 anos;3;0,1429;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;SUPERIOR COMPLETO;25 a 34 anos;1;0,5;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;1;0,5;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;1;0,1667;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;1;0,1667;0;0;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;3;0,5;0;1;2024-09-16 15:01:10
RS;112;SOLIDARIEDADE;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;1;0,1667;0;0;2024-09-16 15:01:10
